id,cache_key,query_id,route_id,prompt_version,model_version,prediction,reference,exact_match,lenient_em,token_f1,judge_score,judge_model,tokens_in,tokens_out,gpu_seconds,concurrency,cloud_spend_usd,amortized_usd,latency_ms_total,latency_ms_retrieval,latency_ms_llm,latency_ms_verify,git_sha,config_hash,created_at,generator_mode,retrieval_mode,temperature,seed
11,d14d1ca39235286af707ed97db7a114c61d7cb2ab4ad225fb468339c95fc3cfd,nq:0001,C1,v1,gpt-4o-mini,Bobby Scott,Bobby Scott,1,1,1.0,,judge-stub/unwired,116,13,0.0,1,2.52e-05,0.0,1780.899184647054,1372.605066999995,371.37254901960785,36.92156862745098,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:42.403315+00:00,stub,measured,0.0,0
12,6afa482892463aac79d83964346b026d343a7012279f11152514f3eadd0975b9,nq:0001,C2,v1,gpt-4o-mini,Bobby Scott,Bobby Scott,1,1,1.0,,judge-stub/unwired,129,10,0.0,1,2.535e-05,0.0,2241.326821313737,1391.3660370000116,831.3725490196078,18.58823529411765,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:43.803443+00:00,stub,measured,0.0,0
13,835a0e404bb3dfe9f93ff52a3853098ba47cb79141d349c5d3c2ed7c9ad67d58,nq:0001,C3,v1,gpt-4o,Bobby Scott,Bobby Scott,1,1,1.0,,judge-stub/unwired,129,39,0.0,1,0.0007125,0.0,2500.3765331371837,1348.768689999929,1101.9607843137255,49.64705882352941,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:45.161439+00:00,stub,measured,0.0,0
14,97f49cce83f16e6d3b5f5c4f4b1b94105e1a431f3ae7c38a7b1f1a70f179a848,nq:0001,C4,v1,gpt-4o,Bobby Scott,Bobby Scott,1,1,1.0,,judge-stub/unwired,115,47,0.0,1,0.0007574999999999999,0.0,2887.5126106862704,1374.4733949999954,1462.7450980392157,50.29411764705882,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:46.544683+00:00,stub,measured,0.0,0
15,859454a3147a0fe8ee50b513ba12bc16569b50a42f709109134689232733a53f,nq:0002,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,There is 1 season of The Bastard Executioner.,one,0,0,0.0,,judge-stub/unwired,24,12,0.7637184640000214,1,0.0,7.425040622222429e-05,2115.9143700000413,1352.19590600002,763.7184640000214,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:48.715570+00:00,measured,measured,0.0,0
16,4a909a58ca38a5f7b28a76361bee1f555f5195b38c3d3c46c103d85f9232e25a,nq:0002,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,Two,one,0,0,0.0,,judge-stub/unwired,865,1,0.3453107609999506,1,0.0,3.357187954166186e-05,1734.114037999916,1388.8032769999654,345.3107609999506,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:50.510650+00:00,measured,measured,0.0,0
17,2bb3691d4c10466c9c95c61206b8404fad3a2b744edf02b671e192274f5a06c8,nq:0002,C0,v1,ollama-llama3.1-8b,one,one,1,1,1.0,,judge-stub/unwired,193,36,2.9270588235294115,1,0.0,0.00028457516339869276,4318.633785666699,1347.9671190000317,2927.0588235294117,43.607843137254896,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:51.868178+00:00,stub,measured,0.0,0
18,17fced6e25c83440c29ba9941b18e55a5e0492a0016b7a71b7e65fb95b33c8e0,nq:0002,C1,v1,gpt-4o-mini,one,one,1,1,1.0,,judge-stub/unwired,106,47,0.0,1,4.41e-05,0.0,3249.2082583922315,1359.7572780000746,1850.5882352941176,38.86274509803922,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:53.236170+00:00,stub,measured,0.0,0
19,ff4b4c344b2715faecb4598e5932840226844a1def4450977d9383439f0402e1,nq:0002,C2,v1,gpt-4o-mini,one,one,1,1,1.0,,judge-stub/unwired,145,15,0.0,1,3.075e-05,0.0,3862.630061686302,1370.5908460000273,2454.901960784314,37.13725490196079,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:54.614935+00:00,stub,measured,0.0,0
20,12d0bc6a6db45d98ce81e5584447be703a21b06c73f85298097b265be6694f9f,nq:0002,C3,v1,gpt-4o,one,one,1,1,1.0,,judge-stub/unwired,161,10,0.0,1,0.0005025,0.0,3324.4678803138086,1385.507096000083,1922.7450980392157,16.215686274509803,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:56.009501+00:00,stub,measured,0.0,0
21,9e82ca36264a371a1c8239a7109df1855960e38c5ff2ada77d9925504ababf21,nq:0002,C4,v1,gpt-4o,one,one,1,1,1.0,,judge-stub/unwired,141,27,0.0,1,0.0006225,0.0,1664.5968173922042,1363.1458370000473,290.19607843137254,11.254901960784313,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:57.381537+00:00,stub,measured,0.0,0
22,b301633372affdb2279f88eee9d6ebc0e2edbceae412ae1b0f24a6ca19b0230b,nq:0003,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The Philadelphia Eagles won Super Bowl LII in 2018.,2017,0,0,0.0,,judge-stub/unwired,23,15,0.9431636640000534,1,0.0,9.169646733333852e-05,2293.1432740000446,1349.9796099999912,943.1636640000534,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:07:59.731459+00:00,measured,measured,0.0,0
23,4207b650752d4cbbb63625468aca485fc6d04b246a7c403478e2336d9097247f,nq:0003,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,1980,2017,0,0,0.0,,judge-stub/unwired,734,5,0.5215745109999261,1,0.0,5.07086330138817e-05,1867.1315249999907,1345.5570140000646,521.5745109999261,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:01.657120+00:00,measured,measured,0.0,0
24,828a2727a28fbf41bf90f6640fc2ff9ab0280ce34e6ba9047d52c3a90398c3be,nq:0003,C0,v1,ollama-llama3.1-8b,2017,2017,1,1,1.0,,judge-stub/unwired,161,28,0.6117647058823529,1,0.0,5.947712418300653e-05,1986.1113861764954,1344.758445000025,611.7647058823529,29.58823529411765,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:03.010089+00:00,stub,measured,0.0,0
25,655d4092a137ce3e7e694af0320ea6e8b105714c5dc4481d24c67abcd5e998cb,nq:0003,C1,v1,gpt-4o-mini,2017,2017,1,1,1.0,,judge-stub/unwired,122,42,0.0,1,4.35e-05,0.0,1857.3770223922204,1346.9260420000637,488.62745098039215,21.823529411764707,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:04.364620+00:00,stub,measured,0.0,0
26,82f17ae1647bb5f079e50042f49c0e47f35c156ad915ade791333384edad7115,nq:0003,C2,v1,gpt-4o-mini,2017,2017,1,1,1.0,,judge-stub/unwired,89,10,0.0,1,1.935e-05,0.0,3779.7702660783866,1383.2800699999552,2355.6862745098038,40.80392156862745,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:05.755790+00:00,stub,measured,0.0,0
27,c6d6801f99212652d981331716fedc4acb57a731276346199ed459b3d77e26ea,nq:0003,C3,v1,gpt-4o,2017,2017,1,1,1.0,,judge-stub/unwired,95,21,0.0,1,0.0004475,0.0,2798.391217568599,1335.5872959999715,1408.6274509803923,54.1764705882353,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:07.100280+00:00,stub,measured,0.0,0
28,9d2ebbf467b7824ce7739a7874e7e1dd09035d7fe0fe5892400d994ad5265891,nq:0003,C4,v1,gpt-4o,2017,2017,1,1,1.0,,judge-stub/unwired,102,46,0.0,1,0.000715,0.0,3470.0376449216133,1359.5278410000446,2103.1372549019607,7.372549019607844,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:08.470020+00:00,stub,measured,0.0,0
29,909120baa6fe516b298311d483de15028b922891586e82165fe0d232c16d16e2,nq:0004,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The University of Connecticut won last year's NCAA Women's Basketball Championship.,South Carolina,0,0,0.0,,judge-stub/unwired,24,14,0.8669016139999712,1,0.0,8.42821013611083e-05,2225.327865000054,1358.4262510000826,866.9016139999712,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:10.750831+00:00,measured,measured,0.0,0
30,f0359d37e3f8fe09138fc8dd2c64e8c30e769a2335229707496300d81976af89,nq:0004,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,Ohio State,South Carolina,0,0,0.0,,judge-stub/unwired,679,2,0.3330749450000212,1,0.0,3.238228631944651e-05,1764.9053679999724,1431.8304229999512,333.0749450000212,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:12.573553+00:00,measured,measured,0.0,0
31,4c8ebadba4b64619449c568c94b17e84226b7f23bd6047684e6b63ffbb115bc5,nq:0004,C0,v1,ollama-llama3.1-8b,South Carolina,South Carolina,1,1,1.0,,judge-stub/unwired,199,17,3.929411764705882,1,0.0,0.00038202614379084966,5320.3604271568165,1364.3800349999538,3929.411764705882,26.56862745098039,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:13.946717+00:00,stub,measured,0.0,0
32,6dc75497015bf75e275669d2856c7bd404c9e8f0a21388fe004b4316f0526014,nq:0004,C1,v1,gpt-4o-mini,South Carolina,South Carolina,1,1,1.0,,judge-stub/unwired,136,15,0.0,1,2.9399999999999996e-05,0.0,2226.064492274593,1358.8488060000827,831.3725490196078,35.84313725490196,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:15.313777+00:00,stub,measured,0.0,0
33,000286f0c6930e59495f766559039cfaf70f006638e1046ce8562c140752b899,nq:0004,C2,v1,gpt-4o-mini,South Carolina,South Carolina,1,1,1.0,,judge-stub/unwired,93,34,0.0,1,3.4349999999999995e-05,0.0,3801.8665295097985,1391.1802549999948,2364.705882352941,45.98039215686275,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:16.713635+00:00,stub,measured,0.0,0
34,d9aaae88aac35cb762dbeefbeeb714be076626642c5c1230b5b7f0f346acb016,nq:0004,C3,v1,gpt-4o,South Carolina,South Carolina,1,1,1.0,,judge-stub/unwired,190,25,0.0,1,0.000725,0.0,2860.4279179804066,1383.8004670000146,1453.7254901960782,22.901960784313726,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:18.106786+00:00,stub,measured,0.0,0
35,1d0f7941281e8c82620ca409535510b0ab8e9587c47a0b69acc9895237978472,nq:0004,C4,v1,gpt-4o,South Carolina,South Carolina,1,1,1.0,,judge-stub/unwired,143,38,0.0,1,0.0007375000000000001,0.0,2720.234789470608,1362.2936130000198,1318.4313725490197,39.509803921568626,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:19.477624+00:00,stub,measured,0.0,0
36,7e052dd58cf247fad500bc217c17050c060245f8ee6301633d0da57f60d0a0e8,nq:0005,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The Isle of Wight became an island in 1079.,During the last Ice Age,0,0,0.0,,judge-stub/unwired,25,15,0.9347471739999946,1,0.0,9.08781974722217e-05,2280.388650999953,1345.6414769999583,934.7471739999946,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:21.811699+00:00,measured,measured,0.0,0
37,828a8e6eaba96b77043360b51d4e315f9dff02ff1a4dc4290a0c2f0bf2a30545,nq:0005,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"not explicitly stated in the given text, but historically, it has been an island since ancient times.",During the last Ice Age,0,0,0.0,,judge-stub/unwired,622,20,1.3361415239999133,1,0.0,0.00012990264816665822,2721.7123699999775,1385.5708460000642,1336.1415239999133,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:24.590409+00:00,measured,measured,0.0,0
38,200d79e8b01ef37ebbbd864b0f1c60c253819c5d653b34351d15e2c328b83059,nq:0005,C0,v1,ollama-llama3.1-8b,During the last Ice Age,During the last Ice Age,1,1,1.0,,judge-stub/unwired,188,32,2.6164705882352943,1,0.0,0.00025437908496732023,3984.0909430391375,1353.3458449999216,2616.470588235294,14.27450980392157,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:25.954121+00:00,stub,measured,0.0,0
39,5aec36355f3a622664520c1b36538522b3707e5782ba7404d481e02d707309d6,nq:0005,C1,v1,gpt-4o-mini,During the last Ice Age,During the last Ice Age,1,1,1.0,,judge-stub/unwired,173,35,0.0,1,4.695e-05,0.0,2738.625449352932,1341.9195669999908,1381.5686274509803,15.137254901960786,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:27.304654+00:00,stub,measured,0.0,0
40,2e35b07b6c9de1b699e4e8437d85af13b2f32ced1fbb28336aef4eed13adb1be,nq:0005,C2,v1,gpt-4o-mini,During the last Ice Age,During the last Ice Age,1,1,1.0,,judge-stub/unwired,126,36,0.0,1,4.0499999999999995e-05,0.0,3070.949979764677,1361.4205679999714,1661.1764705882351,48.35294117647059,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:28.674885+00:00,stub,measured,0.0,0
41,7c2b12eff52652d03b67184670d89df8fc76e50c108bdad7b56c144d8132d3b2,nq:0005,C3,v1,gpt-4o,During the last Ice Age,During the last Ice Age,1,1,1.0,,judge-stub/unwired,106,40,0.0,1,0.000665,0.0,3594.379379450962,1352.8107519999821,2220.3921568627447,21.176470588235293,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:30.035738+00:00,stub,measured,0.0,0
42,4e17186a3dffc86ad9385117daeafee649c5ac74d1ec820e09984cd058425e7b,nq:0005,C4,v1,gpt-4o,During the last Ice Age,During the last Ice Age,1,1,1.0,,judge-stub/unwired,117,34,0.0,1,0.0006325,0.0,2208.811602960754,1364.5567009999695,804.3137254901961,39.94117647058823,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:31.407975+00:00,stub,measured,0.0,0
43,7f656cccf86bf829181e5ef9027feadd3a23d73ef1fdd25023032383aa5753ee,nq:0006,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Love Yourself by Justin Bieber is about self-love and acceptance.,Rihanna,0,0,0.0,,judge-stub/unwired,24,13,0.8133274510000774,1,0.0,7.907350218056308e-05,2191.874981000069,1378.5475299999916,813.3274510000774,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:33.656137+00:00,measured,measured,0.0,0
44,f7df3a1b96378edb8eccdb660843f25f1b3050e9b30e6d9695b57b428d7d5b1d,nq:0006,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,love yourself by justin bieber is about self-love.,Rihanna,0,0,0.0,,judge-stub/unwired,616,13,0.9391789819999303,1,0.0,9.130906769443766e-05,2327.9223799999045,1388.7433979999741,939.1789819999303,0.0,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:36.041181+00:00,measured,measured,0.0,0
45,4064f97fab269b977e2a3bb81439a8878357c4374993aa4d4e5bd19d78b75e21,nq:0006,C0,v1,ollama-llama3.1-8b,Rihanna,Rihanna,1,1,1.0,,judge-stub/unwired,148,13,3.2941176470588234,1,0.0,0.0003202614379084967,4662.989240196136,1336.2637500000574,3294.1176470588234,32.6078431372549,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:37.385652+00:00,stub,measured,0.0,0
46,853dfbc557dde25a5893849f45c478a079f6bd10d40083ca1c9d588650b0f5fc,nq:0006,C1,v1,gpt-4o-mini,Rihanna,Rihanna,1,1,1.0,,judge-stub/unwired,153,40,0.0,1,4.695e-05,0.0,3880.665662098072,1825.8029170000327,2003.921568627451,50.94117647058824,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:39.219895+00:00,stub,measured,0.0,0
47,8a6d15faf4df2f805b82fd580d35d9bb49deeed77593a253396453b806a8833a,nq:0006,C2,v1,gpt-4o-mini,Rihanna,Rihanna,1,1,1.0,,judge-stub/unwired,111,33,0.0,1,3.645e-05,0.0,2702.0498040980515,1381.1870590000126,1264.313725490196,56.549019607843135,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:40.610592+00:00,stub,measured,0.0,0
48,2f9855f35b8c5853f85365084f51054336d5eb98a3cb6e6df0de0b5cffc1ee3c,nq:0006,C3,v1,gpt-4o,Rihanna,Rihanna,1,1,1.0,,judge-stub/unwired,97,39,0.0,1,0.0006325,0.0,3016.4309749215086,1371.92117099994,1634.1176470588236,10.392156862745097,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:41.992358+00:00,stub,measured,0.0,0
49,46c8d3db6b2a3f5b8c6dcfb62340c5f34ae67f30945465a55e6cea66971601ca,nq:0006,C4,v1,gpt-4o,Rihanna,Rihanna,1,1,1.0,,judge-stub/unwired,190,29,0.0,1,0.0007650000000000001,0.0,3249.818734117623,1367.5834399999758,1823.529411764706,58.705882352941174,38a15bf9797368623adcbd1ba098f84680f779bf,098d87aeb6e6132b7bfd196be64c9db9956ecd79f82ebebefd8ea0d48ece2cb8,2026-09-19T22:08:43.368730+00:00,stub,measured,0.0,0
