id,cache_key,query_id,route_id,prompt_version,model_version,prediction,reference,exact_match,lenient_em,token_f1,judge_score,judge_model,tokens_in,tokens_out,gpu_seconds,concurrency,cloud_spend_usd,amortized_usd,latency_ms_total,latency_ms_retrieval,latency_ms_llm,latency_ms_verify,git_sha,config_hash,created_at,generator_mode,retrieval_mode,temperature,seed
13,d14d1ca39235286af707ed97db7a114c61d7cb2ab4ad225fb468339c95fc3cfd,nq:0001,C1,v1,gpt-4o-mini,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,116,13,0.0,1,2.52e-05,0.0,417.79466064461604,9.500542997557204,371.37254901960785,36.92156862745098,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:02.620370+00:00,stub,measured,0.0,0
14,6afa482892463aac79d83964346b026d343a7012279f11152514f3eadd0975b9,nq:0001,C2,v1,gpt-4o-mini,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,129,10,0.0,1,2.535e-05,0.0,870.9483433145124,20.98755900078686,831.3725490196078,18.58823529411765,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:02.801854+00:00,stub,measured,0.0,0
15,835a0e404bb3dfe9f93ff52a3853098ba47cb79141d349c5d3c2ed7c9ad67d58,nq:0001,C3,v1,gpt-4o,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,129,39,0.0,1,0.0007125,0.0,1166.6177521396564,15.0099090024014,1101.9607843137255,49.64705882352941,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:02.838394+00:00,stub,measured,0.0,0
16,97f49cce83f16e6d3b5f5c4f4b1b94105e1a431f3ae7c38a7b1f1a70f179a848,nq:0001,C4,v1,gpt-4o,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,115,47,0.0,1,0.0007574999999999999,0.0,1525.3313906870408,12.292175000766292,1462.7450980392157,50.29411764705882,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:02.870673+00:00,stub,measured,0.0,0
17,859454a3147a0fe8ee50b513ba12bc16569b50a42f709109134689232733a53f,nq:0002,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The Eiffel Tower was completed in 1889.,Eiffel Tower,0,0,0.5,,judge-stub/unwired,13,14,0.6122927690000779,1,0.0,5.952846365278535e-05,623.7638800000695,11.471110999991652,612.2927690000779,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:03.735932+00:00,measured,measured,0.0,0
18,4a909a58ca38a5f7b28a76361bee1f555f5195b38c3d3c46c103d85f9232e25a,nq:0002,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,1889,Eiffel Tower,0,0,0.0,,judge-stub/unwired,122,5,0.26895775800016963,1,0.0,2.6148670916683156e-05,279.68432199645576,10.726563996286131,268.95775800016963,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.255983+00:00,measured,measured,0.0,0
19,2bb3691d4c10466c9c95c61206b8404fad3a2b744edf02b671e192274f5a06c8,nq:0002,C0,v1,ollama-llama3.1-8b,eiffel tower,Eiffel Tower,0,1,1.0,,judge-stub/unwired,193,36,2.9270588235294115,1,0.0,0.00028457516339869276,2975.818701669205,5.152035002538469,2927.0588235294117,43.607843137254896,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.276224+00:00,stub,measured,0.0,0
20,17fced6e25c83440c29ba9941b18e55a5e0492a0016b7a71b7e65fb95b33c8e0,nq:0002,C1,v1,gpt-4o-mini,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,106,47,0.0,1,4.41e-05,0.0,1898.4138503928436,8.962870000686962,1850.5882352941176,38.86274509803922,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.332991+00:00,stub,measured,0.0,0
21,ff4b4c344b2715faecb4598e5932840226844a1def4450977d9383439f0402e1,nq:0002,C2,v1,gpt-4o-mini,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,145,15,0.0,1,3.075e-05,0.0,2502.6414666870933,10.602251000818796,2454.901960784314,37.13725490196079,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.389496+00:00,stub,measured,0.0,0
22,12d0bc6a6db45d98ce81e5584447be703a21b06c73f85298097b265be6694f9f,nq:0002,C3,v1,gpt-4o,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,161,10,0.0,1,0.0005025,0.0,1943.1555323122793,4.194747998553794,1922.7450980392157,16.215686274509803,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.426941+00:00,stub,measured,0.0,0
23,9e82ca36264a371a1c8239a7109df1855960e38c5ff2ada77d9925504ababf21,nq:0002,C4,v1,gpt-4o,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,141,27,0.0,1,0.0006225,0.0,305.94081139283975,4.489831000682898,290.19607843137254,11.254901960784313,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:04.445969+00:00,stub,measured,0.0,0
24,b301633372affdb2279f88eee9d6ebc0e2edbceae412ae1b0f24a6ca19b0230b,nq:0003,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The Roman Empire began in 27 BC and lasted until it was divided into eastern and western halves after the death of Emperor Constantine I in 313 AD.,Roman Empire,0,0,0.14285714285714288,,judge-stub/unwired,13,35,1.4767798049999783,1,0.0,0.0001435758143749979,1488.2583539931602,11.478548993181903,1476.7798049999783,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:06.195415+00:00,measured,measured,0.0,0
25,4207b650752d4cbbb63625468aca485fc6d04b246a7c403478e2336d9097247f,nq:0003,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Roman Empire happened in ancient times, specifically during the 2nd century BC and the 2nd century AD. This period saw significant expansion of Rome's territory across Europe, North Africa, and parts of Western Asia. The empire reached its peak in the 2nd century AD under Emperor Trajan, but continued to expand until the 4th century AD when it began to decline. The empire eventually fragmented into Eastern (Byzantine) and Western empires that would face their own challenges over the following centuries. 

Note: While not directly answered by the provided passages, the time frame for the Roman Empire's rise and fall as described above encompasses the periods mentioned in [1], [2], [3], and [4]. The passage [5] further elaborates on this timeline by mentioning the relationship between the Roman Empire and mitochondria, which refers to genetic material present in cells, indicating a broader scientific perspective beyond historical documentation. However, for the question asked about ""when"" the Roman Empire occurred, the most accurate answer based on these references is the one provided earlier.",Roman Empire,0,0,0.025641025641025647,,judge-stub/unwired,119,219,9.540785951000089,1,0.0,0.0009275764119027865,9548.587007999686,7.801056999596767,9540.785951000089,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.008679+00:00,measured,measured,0.0,0
26,828a2727a28fbf41bf90f6640fc2ff9ab0280ce34e6ba9047d52c3a90398c3be,nq:0003,C0,v1,ollama-llama3.1-8b,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,161,28,0.6117647058823529,1,0.0,5.947712418300653e-05,646.000334174338,4.647392997867428,611.7647058823529,29.58823529411765,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.035081+00:00,stub,measured,0.0,0
27,655d4092a137ce3e7e694af0320ea6e8b105714c5dc4481d24c67abcd5e998cb,nq:0003,C1,v1,gpt-4o-mini,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,122,42,0.0,1,4.35e-05,0.0,517.7860553947862,7.33507500262931,488.62745098039215,21.823529411764707,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.069543+00:00,stub,measured,0.0,0
28,82f17ae1647bb5f079e50042f49c0e47f35c156ad915ade791333384edad7115,nq:0003,C2,v1,gpt-4o-mini,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,89,10,0.0,1,1.935e-05,0.0,2405.5308260789584,9.040630000527017,2355.6862745098038,40.80392156862745,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.115107+00:00,stub,measured,0.0,0
29,c6d6801f99212652d981331716fedc4acb57a731276346199ed459b3d77e26ea,nq:0003,C3,v1,gpt-4o,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,95,21,0.0,1,0.0004475,0.0,1467.7608135689643,4.956892000336666,1408.6274509803923,54.1764705882353,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.133023+00:00,stub,measured,0.0,0
30,9d2ebbf467b7824ce7739a7874e7e1dd09035d7fe0fe5892400d994ad5265891,nq:0003,C4,v1,gpt-4o,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,102,46,0.0,1,0.000715,0.0,2118.6492519218614,8.13944800029276,2103.1372549019607,7.372549019607844,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.153158+00:00,stub,measured,0.0,0
31,909120baa6fe516b298311d483de15028b922891586e82165fe0d232c16d16e2,nq:0004,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Sir George Everest.,Mount Everest,0,0,0.4,,judge-stub/unwired,12,4,0.242712481000126,1,0.0,2.3597046763901136e-05,251.71780999698967,9.005328996863682,242.712481000126,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:16.650394+00:00,measured,measured,0.0,0
32,f0359d37e3f8fe09138fc8dd2c64e8c30e769a2335229707496300d81976af89,nq:0004,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"Not explicitly stated in the passage provided, but it has been extensively documented since its discovery by Sir George Everest and others in the late 19th century. The mountain's height was first measured during a survey led by the British Surveyor General of India, Sir George Everest, in the early 19th century. The precise measurement of its elevation above sea level was completed after his death in 1866 by his assistant Edward Whymper, among others. Therefore, while not explicitly named as ""discovered,"" Mount Everest was indeed known to exist prior to these measurements and discoveries. 

This information comes from historical accounts that document the ascent and subsequent documentation of Mount Everest. While no single individual is credited with discovering it in the strictest sense, multiple individuals over time have contributed to its recognition and detailed mapping through various surveys and expeditions.",Mount Everest,0,0,0.029629629629629624,,judge-stub/unwired,99,173,7.586151644999973,1,0.0,0.0007375425210416639,7603.103785998883,16.95214099891018,7586.151644999973,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.513437+00:00,measured,measured,0.0,0
33,4c8ebadba4b64619449c568c94b17e84226b7f23bd6047684e6b63ffbb115bc5,nq:0004,C0,v1,ollama-llama3.1-8b,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,199,17,3.929411764705882,1,0.0,0.00038202614379084966,3967.053532155051,11.073139998188708,3929.411764705882,26.56862745098039,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.540805+00:00,stub,measured,0.0,0
34,6dc75497015bf75e275669d2856c7bd404c9e8f0a21388fe004b4316f0526014,nq:0004,C1,v1,gpt-4o-mini,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,136,15,0.0,1,2.9399999999999996e-05,0.0,878.2831822759974,11.067496001487598,831.3725490196078,35.84313725490196,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.591428+00:00,stub,measured,0.0,0
35,000286f0c6930e59495f766559039cfaf70f006638e1046ce8562c140752b899,nq:0004,C2,v1,gpt-4o-mini,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,93,34,0.0,1,3.4349999999999995e-05,0.0,2418.35886450966,7.672589999856427,2364.705882352941,45.98039215686275,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.612206+00:00,stub,measured,0.0,0
36,d9aaae88aac35cb762dbeefbeeb714be076626642c5c1230b5b7f0f346acb016,nq:0004,C3,v1,gpt-4o,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,190,25,0.0,1,0.000725,0.0,1487.6985279753867,11.071076994994655,1453.7254901960782,22.901960784313726,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.648206+00:00,stub,measured,0.0,0
37,1d0f7941281e8c82620ca409535510b0ab8e9587c47a0b69acc9895237978472,nq:0004,C4,v1,gpt-4o,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,143,38,0.0,1,0.0007375000000000001,0.0,1367.261429467574,9.3202529969858,1318.4313725490197,39.509803921568626,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:24.671131+00:00,stub,measured,0.0,0
38,7e052dd58cf247fad500bc217c17050c060245f8ee6301633d0da57f60d0a0e8,nq:0005,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Industrial Revolution, which began in Britain around 1760, was characterized by significant changes in technology and production methods that transformed the way goods were produced. These advancements led to increased productivity, lower prices of consumer goods, and a shift from agrarian economies to industrialized ones. It marked the transition from manual labor to machine-based manufacturing and paved the way for modern industry as we know it today.",Industrial Revolution,0,0,0.06060606060606061,,judge-stub/unwired,14,82,3.361866460000101,1,0.0,0.00032684812805556536,3374.4075779979994,12.541117997898255,3361.866460000101,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:28.303868+00:00,measured,measured,0.0,0
39,828a8e6eaba96b77043360b51d4e315f9dff02ff1a4dc4290a0c2f0bf2a30545,nq:0005,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Industrial Revolution was characterized by significant technological advancements and changes to production methods, leading to increased productivity and economic growth. It marked a shift from predominantly agrarian economies to industrial ones.",Industrial Revolution,0,0,0.125,,judge-stub/unwired,111,36,1.5118725390000236,1,0.0,0.00014698760795833562,1523.3977469995352,11.525207999511622,1511.8725390000236,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.113055+00:00,measured,measured,0.0,0
40,200d79e8b01ef37ebbbd864b0f1c60c253819c5d653b34351d15e2c328b83059,nq:0005,C0,v1,ollama-llama3.1-8b,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,188,32,2.6164705882352943,1,0.0,0.00025437908496732023,2639.8388210371477,9.093722997931764,2616.470588235294,14.27450980392157,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.181324+00:00,stub,measured,0.0,0
41,5aec36355f3a622664520c1b36538522b3707e5782ba7404d481e02d707309d6,nq:0005,C1,v1,gpt-4o-mini,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,173,35,0.0,1,4.695e-05,0.0,1408.3706733492334,11.66479099629214,1381.5686274509803,15.137254901960786,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.242918+00:00,stub,measured,0.0,0
42,2e35b07b6c9de1b699e4e8437d85af13b2f32ced1fbb28336aef4eed13adb1be,nq:0005,C2,v1,gpt-4o-mini,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,126,36,0.0,1,4.0499999999999995e-05,0.0,1722.8945717691743,13.365160004468635,1661.1764705882351,48.35294117647059,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.353024+00:00,stub,measured,0.0,0
43,7c2b12eff52652d03b67184670d89df8fc76e50c108bdad7b56c144d8132d3b2,nq:0005,C3,v1,gpt-4o,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,106,40,0.0,1,0.000665,0.0,2248.357916451133,6.789289000153076,2220.3921568627447,21.176470588235293,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.380652+00:00,stub,measured,0.0,0
44,4e17186a3dffc86ad9385117daeafee649c5ac74d1ec820e09984cd058425e7b,nq:0005,C4,v1,gpt-4o,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,117,34,0.0,1,0.0006325,0.0,854.8388389615586,10.583937000774313,804.3137254901961,39.94117647058823,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:30.412641+00:00,stub,measured,0.0,0
45,7f656cccf86bf829181e5ef9027feadd3a23d73ef1fdd25023032383aa5753ee,nq:0006,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Photosynthesis occurred approximately 2.4 billion years ago.,photosynthesis,0,0,0.2222222222222222,,judge-stub/unwired,12,12,0.545481688000109,1,0.0,5.3032941888899486e-05,556.5258139968137,11.044125996704679,545.481688000109,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:31.254791+00:00,measured,measured,0.0,0
46,f7df3a1b96378edb8eccdb660843f25f1b3050e9b30e6d9695b57b428d7d5b1d,nq:0006,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"In plants, during the process of photosynthesis, light energy is converted into chemical energy stored within glucose molecules. This conversion occurs primarily in the chloroplasts of plant cells. The efficiency and occurrence of this process are well-documented across various ecosystems and organisms, indicating its importance for life as we know it. Additionally, while the specific timing may vary depending on environmental conditions such as temperature, day length, and availability of carbon dioxide and water, overall photosynthesis has been occurring since ancient times and continues to be a fundamental biological process essential for most living things. To summarize, photosynthesis happened long before humans discovered it and remains an integral part of Earth's biosphere today. 

This detailed response incorporates all elements from the provided passages, including their emphasis on the widespread documentation of photosynthesis and its role in converting light energy into chemical energy through the process of photosynthesis. It also includes additional context about how photosynthesis relates to the Amazon River and clarifies that while the exact timing might differ under different conditions, the overall existence of photosynthesis can be traced back to ancient times and its continued relevance in modern biology.",photosynthesis,0,0,0.010989010989010988,,judge-stub/unwired,102,223,9.768796801999997,1,0.0,0.0009497441335277775,9782.736003999162,13.939201999164652,9768.796801999997,0.0,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:41.390293+00:00,measured,measured,0.0,0
47,4064f97fab269b977e2a3bb81439a8878357c4374993aa4d4e5bd19d78b75e21,nq:0006,C0,v1,ollama-llama3.1-8b,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,148,13,3.2941176470588234,1,0.0,0.0003202614379084967,3336.1960872001887,9.47059700411046,3294.1176470588234,32.6078431372549,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:41.417908+00:00,stub,measured,0.0,0
48,853dfbc557dde25a5893849f45c478a079f6bd10d40083ca1c9d588650b0f5fc,nq:0006,C1,v1,gpt-4o-mini,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,153,40,0.0,1,4.695e-05,0.0,2066.6308251011333,11.768080003093928,2003.921568627451,50.94117647058824,7c72e8202ba81a7cb903fdfa361bc6a7f7fda1f1,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:11:41.481849+00:00,stub,measured,0.0,0
