id,cache_key,query_id,route_id,prompt_version,model_version,prediction,reference,exact_match,lenient_em,token_f1,judge_score,judge_model,tokens_in,tokens_out,gpu_seconds,concurrency,cloud_spend_usd,amortized_usd,latency_ms_total,latency_ms_retrieval,latency_ms_llm,latency_ms_verify,git_sha,config_hash,created_at
12,6afa482892463aac79d83964346b026d343a7012279f11152514f3eadd0975b9,nq:0001,C2,v1,gpt-4o-mini,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,129,10,0.0,1,2.535e-05,0.0,855.5950463146928,5.634262000967283,831.3725490196078,18.58823529411765,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.140278+00:00
13,835a0e404bb3dfe9f93ff52a3853098ba47cb79141d349c5d3c2ed7c9ad67d58,nq:0001,C3,v1,gpt-4o,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,129,39,0.0,1,0.0007125,0.0,1159.6589591349145,8.051115997659508,1101.9607843137255,49.64705882352941,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.163604+00:00
14,97f49cce83f16e6d3b5f5c4f4b1b94105e1a431f3ae7c38a7b1f1a70f179a848,nq:0001,C4,v1,gpt-4o,quantum mechanics,quantum mechanics,1,1,1.0,,judge-stub/unwired,115,47,0.0,1,0.0007574999999999999,0.0,1517.2996886868877,4.260473000613274,1462.7450980392157,50.29411764705882,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.180083+00:00
15,cbd81eb2809819461681491541ac72ac89da0c905548ba472bd81c8c8916d186,nq:0002,L0,v1,ollama-qwen2.5-3b,I don't know,Eiffel Tower,0,0,0.0,,judge-stub/unwired,107,16,1.4588235294117646,1,0.0,0.0001418300653594771,1474.719688178646,6.3667470021755435,1458.8235294117646,9.529411764705882,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.197991+00:00
16,ca743dd796a7e04379c04c88e660b451e5122b120fe9d0339d25414a0d681c19,nq:0002,L1,v1,ollama-qwen2.5-3b,Eiffel,Eiffel Tower,0,0,0.6666666666666666,,judge-stub/unwired,96,13,3.8588235294117648,1,0.0,0.00037516339869281045,3924.578789862488,6.186632999742869,3858.823529411765,59.568627450980394,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.216433+00:00
17,2bb3691d4c10466c9c95c61206b8404fad3a2b744edf02b671e192274f5a06c8,nq:0002,C0,v1,ollama-llama3.1-8b,eiffel tower,Eiffel Tower,0,1,1.0,,judge-stub/unwired,193,36,2.9270588235294115,1,0.0,0.00028457516339869276,2976.5461396660344,5.879472999367863,2927.0588235294117,43.607843137254896,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.234560+00:00
18,17fced6e25c83440c29ba9941b18e55a5e0492a0016b7a71b7e65fb95b33c8e0,nq:0002,C1,v1,gpt-4o-mini,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,106,47,0.0,1,4.41e-05,0.0,1895.3626853926282,5.911705000471557,1850.5882352941176,38.86274509803922,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.252023+00:00
19,ff4b4c344b2715faecb4598e5932840226844a1def4450977d9383439f0402e1,nq:0002,C2,v1,gpt-4o-mini,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,145,15,0.0,1,3.075e-05,0.0,2496.373307688229,4.334092001954559,2454.901960784314,37.13725490196079,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.267664+00:00
20,12d0bc6a6db45d98ce81e5584447be703a21b06c73f85298097b265be6694f9f,nq:0002,C3,v1,gpt-4o,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,161,10,0.0,1,0.0005025,0.0,1944.0000263153834,5.03924200165784,1922.7450980392157,16.215686274509803,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.284485+00:00
21,9e82ca36264a371a1c8239a7109df1855960e38c5ff2ada77d9925504ababf21,nq:0002,C4,v1,gpt-4o,Eiffel Tower,Eiffel Tower,1,1,1.0,,judge-stub/unwired,141,27,0.0,1,0.0006225,0.0,305.91133539351307,4.46035500135622,290.19607843137254,11.254901960784313,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.301994+00:00
22,6ece377ed10d83049344b47ed8e6ed5395df5b521b493ed4cbdae4698f47847a,nq:0003,L0,v1,ollama-qwen2.5-3b,Roman,Roman Empire,0,0,0.6666666666666666,,judge-stub/unwired,128,39,3.124705882352941,1,0.0,0.00030379084967320253,3158.206045627459,6.284477000008337,3124.705882352941,27.215686274509803,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.319456+00:00
23,34402d317ef71c4cb523a6e3ea3371819bbe77087dfa96f3472fe25c1e1440a2,nq:0003,L1,v1,ollama-qwen2.5-3b,Roman,Roman Empire,0,0,0.6666666666666666,,judge-stub/unwired,169,25,2.7717647058823527,1,0.0,0.0002694771241830065,2786.639722745378,4.482860000280198,2771.7647058823527,10.392156862745097,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.335493+00:00
24,828a2727a28fbf41bf90f6640fc2ff9ab0280ce34e6ba9047d52c3a90398c3be,nq:0003,C0,v1,ollama-llama3.1-8b,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,161,28,0.6117647058823529,1,0.0,5.947712418300653e-05,649.9199091775757,8.566968001105124,611.7647058823529,29.58823529411765,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.357590+00:00
25,655d4092a137ce3e7e694af0320ea6e8b105714c5dc4481d24c67abcd5e998cb,nq:0003,C1,v1,gpt-4o-mini,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,122,42,0.0,1,4.35e-05,0.0,517.0350943943372,6.584114002180286,488.62745098039215,21.823529411764707,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.375289+00:00
26,82f17ae1647bb5f079e50042f49c0e47f35c156ad915ade791333384edad7115,nq:0003,C2,v1,gpt-4o-mini,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,89,10,0.0,1,1.935e-05,0.0,2404.2326550801786,7.742459001747193,2355.6862745098038,40.80392156862745,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.394668+00:00
27,c6d6801f99212652d981331716fedc4acb57a731276346199ed459b3d77e26ea,nq:0003,C3,v1,gpt-4o,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,95,21,0.0,1,0.0004475,0.0,1467.5597275682212,4.755805999593576,1408.6274509803923,54.1764705882353,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.412201+00:00
28,9d2ebbf467b7824ce7739a7874e7e1dd09035d7fe0fe5892400d994ad5265891,nq:0003,C4,v1,gpt-4o,Roman Empire,Roman Empire,1,1,1.0,,judge-stub/unwired,102,46,0.0,1,0.000715,0.0,2114.9605439231987,4.450740001630038,2103.1372549019607,7.372549019607844,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.429972+00:00
29,30a5f5972ec7e391a7b11e0b13b25cc00c7dad2a37be29537837982ac53651e4,nq:0004,L0,v1,ollama-qwen2.5-3b,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,88,47,2.2776470588235296,1,0.0,0.00022143790849673203,2323.4302943945695,4.9793140024121385,2277.6470588235297,40.80392156862745,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.446255+00:00
30,5e5d0b7924b73030405ff02c69604458c26f9a7b914b0e093e55048e4f7ee2e5,nq:0004,L1,v1,ollama-qwen2.5-3b,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,172,15,1.148235294117647,1,0.0,0.00011163398692810455,1204.933714237814,4.463126002519857,1148.235294117647,52.23529411764706,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.461901+00:00
31,4c8ebadba4b64619449c568c94b17e84226b7f23bd6047684e6b63ffbb115bc5,nq:0004,C0,v1,ollama-llama3.1-8b,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,199,17,3.929411764705882,1,0.0,0.00038202614379084966,3960.2842751576923,4.303883000829956,3929.411764705882,26.56862745098039,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.478529+00:00
32,6dc75497015bf75e275669d2856c7bd404c9e8f0a21388fe004b4316f0526014,nq:0004,C1,v1,gpt-4o-mini,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,136,15,0.0,1,2.9399999999999996e-05,0.0,871.662181275103,4.446495000593131,831.3725490196078,35.84313725490196,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.494752+00:00
33,000286f0c6930e59495f766559039cfaf70f006638e1046ce8562c140752b899,nq:0004,C2,v1,gpt-4o-mini,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,93,34,0.0,1,3.4349999999999995e-05,0.0,2415.198577509305,4.512302999501117,2364.705882352941,45.98039215686275,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.510873+00:00
34,d9aaae88aac35cb762dbeefbeeb714be076626642c5c1230b5b7f0f346acb016,nq:0004,C3,v1,gpt-4o,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,190,25,0.0,1,0.000725,0.0,1480.868922981405,4.24147200101288,1453.7254901960782,22.901960784313726,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.526205+00:00
35,1d0f7941281e8c82620ca409535510b0ab8e9587c47a0b69acc9895237978472,nq:0004,C4,v1,gpt-4o,Mount Everest,Mount Everest,1,1,1.0,,judge-stub/unwired,143,38,0.0,1,0.0007375000000000001,0.0,1363.0771624714116,5.135986000823323,1318.4313725490197,39.509803921568626,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.546091+00:00
36,d639ce65589ea8fe5f03e6a0436c58bde035e4096c1c82c88bff0a3553d5168b,nq:0005,L0,v1,ollama-qwen2.5-3b,I don't know,Industrial Revolution,0,0,0.0,,judge-stub/unwired,116,13,1.1623529411764708,1,0.0,0.00011300653594771243,1227.469131805125,6.194622001203243,1162.3529411764707,58.92156862745098,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.562686+00:00
37,eaed6abbeebb0b9aadf874f1e2e43c71a327e501a3761df582d084e5acb42141,nq:0005,L1,v1,ollama-qwen2.5-3b,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,100,35,1.0635294117647058,1,0.0,0.0001033986928104575,1124.5766263702717,4.498194997722749,1063.5294117647059,56.549019607843135,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.578631+00:00
38,200d79e8b01ef37ebbbd864b0f1c60c253819c5d653b34351d15e2c328b83059,nq:0005,C0,v1,ollama-llama3.1-8b,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,188,32,2.6164705882352943,1,0.0,0.00025437908496732023,2635.246115038927,4.5010169997112826,2616.470588235294,14.27450980392157,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.601026+00:00
39,5aec36355f3a622664520c1b36538522b3707e5782ba7404d481e02d707309d6,nq:0005,C1,v1,gpt-4o-mini,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,173,35,0.0,1,4.695e-05,0.0,1401.0429333522522,4.337050999311032,1381.5686274509803,15.137254901960786,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.616614+00:00
40,2e35b07b6c9de1b699e4e8437d85af13b2f32ced1fbb28336aef4eed13adb1be,nq:0005,C2,v1,gpt-4o-mini,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,126,36,0.0,1,4.0499999999999995e-05,0.0,1714.2514047667275,4.721993002021918,1661.1764705882351,48.35294117647059,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.633668+00:00
41,7c2b12eff52652d03b67184670d89df8fc76e50c108bdad7b56c144d8132d3b2,nq:0005,C3,v1,gpt-4o,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,106,40,0.0,1,0.000665,0.0,2245.954676451439,4.386049000459025,2220.3921568627447,21.176470588235293,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.649583+00:00
42,4e17186a3dffc86ad9385117daeafee649c5ac74d1ec820e09984cd058425e7b,nq:0005,C4,v1,gpt-4o,Industrial Revolution,Industrial Revolution,1,1,1.0,,judge-stub/unwired,117,34,0.0,1,0.0006325,0.0,851.0009959616302,6.746094000845915,804.3137254901961,39.94117647058823,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.671614+00:00
43,51619477ccba983326be4f5e22c0f57a8f984b877321b904877de1b4cfb91aef,nq:0006,L0,v1,ollama-qwen2.5-3b,I don't know,photosynthesis,0,0,0.0,,judge-stub/unwired,101,41,3.9858823529411764,1,0.0,0.000387516339869281,4027.5762792960654,4.988044001947856,3985.8823529411766,36.705882352941174,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.688750+00:00
44,196f5f61ba133d06650a2c230fb15308e6ae4b78618cb233d83265d135e8c9e4,nq:0006,L1,v1,ollama-qwen2.5-3b,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,107,18,2.8705882352941177,1,0.0,0.0002790849673202614,2915.0473054501213,9.478677999140928,2870.5882352941176,34.98039215686274,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.709165+00:00
45,4064f97fab269b977e2a3bb81439a8878357c4374993aa4d4e5bd19d78b75e21,nq:0006,C0,v1,ollama-llama3.1-8b,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,148,13,3.2941176470588234,1,0.0,0.0003202614379084967,3334.4043861956393,7.678895999561064,3294.1176470588234,32.6078431372549,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.729554+00:00
46,853dfbc557dde25a5893849f45c478a079f6bd10d40083ca1c9d588650b0f5fc,nq:0006,C1,v1,gpt-4o-mini,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,153,40,0.0,1,4.695e-05,0.0,2059.3460700974947,4.483324999455363,2003.921568627451,50.94117647058824,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.748159+00:00
47,8a6d15faf4df2f805b82fd580d35d9bb49deeed77593a253396453b806a8833a,nq:0006,C2,v1,gpt-4o-mini,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,111,33,0.0,1,3.645e-05,0.0,1325.258201100424,4.39545600238489,1264.313725490196,56.549019607843135,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.763743+00:00
48,2f9855f35b8c5853f85365084f51054336d5eb98a3cb6e6df0de0b5cffc1ee3c,nq:0006,C3,v1,gpt-4o,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,97,39,0.0,1,0.0006325,0.0,1650.6877899222625,6.177986000693636,1634.1176470588236,10.392156862745097,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.781211+00:00
49,46c8d3db6b2a3f5b8c6dcfb62340c5f34ae67f30945465a55e6cea66971601ca,nq:0006,C4,v1,gpt-4o,photosynthesis,photosynthesis,1,1,1.0,,judge-stub/unwired,190,29,0.0,1,0.0007650000000000001,0.0,1893.0572211181538,10.821927000506548,1823.529411764706,58.705882352941174,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.802791+00:00
50,4b0658df871361a4a793a3f541168938b7e9b2511bc9b89ea728b16668779fa5,nq:0007,L0,v1,ollama-qwen2.5-3b,shakespeare,Shakespeare,0,1,1.0,,judge-stub/unwired,165,34,2.1223529411764708,1,0.0,0.00020633986928104576,2158.4424647259084,8.658151000418002,2122.3529411764707,27.431372549019606,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.822184+00:00
51,03287f158c5f3e0babface9e39200a8322950c9c1e77b3fa67ff1459db775ad3,nq:0007,L1,v1,ollama-qwen2.5-3b,Shakespeare,Shakespeare,1,1,1.0,,judge-stub/unwired,140,41,3.8729411764705883,1,0.0,0.0003765359477124183,3935.6806132561396,6.837476001237519,3872.9411764705883,55.90196078431373,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.842467+00:00
52,08c8fc038d6823d2bb8ae96444b091dbf65e019917332941d126af00dac68a1f,nq:0007,C0,v1,ollama-llama3.1-8b,Shakespeare,Shakespeare,1,1,1.0,,judge-stub/unwired,81,15,3.604705882352941,1,0.0,0.0003504575163398693,3665.8939317636027,6.364519998896867,3604.705882352941,54.8235294117647,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.862499+00:00
53,23770018e59ce26e7e0462ec45083325136e9842150835843a2643ccd7fb01ab,nq:0007,C1,v1,gpt-4o-mini,Shakespeare,Shakespeare,1,1,1.0,,judge-stub/unwired,88,28,0.0,1,3e-05,0.0,740.5929595696633,4.789038001035806,696.0784313725491,39.72549019607843,0e6ef6e6ffe9ad0d703b85ff0e102b06ef272a73,5b2462787c8c3ad73ecde552fa27b904d65b2d9b1e1cd5aa80def9c04f49f649,2026-09-19T12:05:17.881136+00:00
