id,cache_key,repeat_idx,query_id,route_id,prompt_version,model_version,prediction,reference,exact_match,lenient_em,token_f1,judge_score,judge_model,tokens_in,tokens_out,gpu_seconds,concurrency,cloud_spend_usd,amortized_usd,latency_ms_total,latency_ms_retrieval,latency_ms_llm,latency_ms_verify,git_sha,config_hash,created_at,generator_mode,retrieval_mode,temperature,seed
18,e600ea008b7a8a8c18226b720b277a7945674ab8339e94fcf2b33825012725c9,2,hotpotqa:0005,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,The Industrial Revolution connected to quantum mechanics through advancements in technology that led to new scientific theories.,Industrial Revolution,0,0,0.2222222222222222,,judge-stub/unwired,16,18,0.7761363070003426,1,0.0,7.54576965139222e-05,780.5443349989218,4.4080279985792,776.1363070003426,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:21.979929+00:00,measured,measured,0.0,0
19,2e196bdebf94048376f1b8c9bb16d3b97443e6d6e52e2457c255f9aa9aa17e97,0,hotpotqa:0006,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa and the Great Wall of China are connected through their historical significance in art history. Both were significant works created during periods of artistic innovation and exploration, reflecting cultural achievements of different eras.",Mona Lisa,0,0,0.1111111111111111,,judge-stub/unwired,18,40,1.6722471010007212,1,0.0,0.000162579579263959,1683.2231899979888,10.976088997267652,1672.2471010007212,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:23.924620+00:00,measured,measured,0.0,0
20,092e4b1ce6cad5ec71fdae088ea34c1376b1301a1387d6e9ba99da09bb2432d7,1,hotpotqa:0006,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa is a famous painting by Leonardo da Vinci, while the Great Wall of China is an ancient military engineering project. Historically, these two are not connected.",Mona Lisa,0,0,0.14814814814814814,,judge-stub/unwired,18,34,1.3715764429998671,1,0.0,0.00013334770973609818,1376.1428310008341,4.566388000966981,1371.5764429998671,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:25.540840+00:00,measured,measured,0.0,0
21,a428609df855cbf3d294e5acef456150e37c2377f79d6b64c3d72256d105b4e8,2,hotpotqa:0006,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa, painted by Leonardo da Vinci in the 16th century, has connections to the Great Wall of China through their respective periods in history.",Mona Lisa,0,0,0.16,,judge-stub/unwired,18,32,1.289777456999218,1,0.0,0.00012539503054159062,1294.3668880016048,4.589431002386846,1289.777456999218,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:27.108874+00:00,measured,measured,0.0,0
22,ef491f9d1612dfcc6b24adf30651e517557b26bf371bcc4cb8790d77bbfabf2c,0,hotpotqa:0007,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"France and Nepal. The Eiffel Tower and Mount Everest are both associated with historical connections to France and Nepal, respectively.",Eiffel Tower,0,0,0.1904761904761905,,judge-stub/unwired,16,25,1.0887965980000445,1,0.0,0.00010585522480555986,1096.6214290019707,7.8248310019262135,1088.7965980000445,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:28.459792+00:00,measured,measured,0.0,0
23,745fd8be64570b9630a64a4703e60b6c10b7c878e24992c8f3ed5af0addd4a45,1,hotpotqa:0007,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Eiffel Tower and Mount Everest are connected by human history, as both structures have been designed by Gustave Eiffel.",Eiffel Tower,0,0,0.1904761904761905,,judge-stub/unwired,16,27,1.4955458080003154,1,0.0,0.00014540028688891953,1503.531877999194,7.98606999887852,1495.5458080003154,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:30.237277+00:00,measured,measured,0.0,0
24,f7214056661bbf0aa8066d5710a699b789232742ae123b061d752cb377149803,2,hotpotqa:0007,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"France and Nepal. The Eiffel Tower in Paris was designed by Gustave Eiffel, who also worked on the construction of Mount Everest's South Col route for expeditions.",Eiffel Tower,0,0,0.14285714285714288,,judge-stub/unwired,16,37,1.6662621679997756,1,0.0,0.00016199771077775592,1674.8220240033334,8.559856003557798,1666.2621679997756,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:32.151899+00:00,measured,measured,0.0,0
25,c38e52e8dc1fe78bb61b8e425fb51f5315b81e5370f73c53476216abe9511f2b,0,hotpotqa:0008,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa was created before black holes, as it predates astrophysical objects.",Mona Lisa,0,0,0.2857142857142857,,judge-stub/unwired,19,18,0.7770545789999233,1,0.0,7.554697295832586e-05,784.9908579983094,7.936278998386115,777.0545789999233,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:33.187803+00:00,measured,measured,0.0,0
26,aeb147da6b495154a96ee9e609b8aa60e8d55fd820327964040fefc0782b631a,1,hotpotqa:0008,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa is an artwork by Leonardo da Vinci, while a black hole is a theoretical astronomical object. The Mona Lisa was created in the 16th century, whereas black holes were not discovered until much later.",Mona Lisa,0,0,0.12121212121212122,,judge-stub/unwired,19,44,1.8046881000000212,1,0.0,0.00017545578750000204,1813.1402280005204,8.452128000499215,1804.6881000000212,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:35.249792+00:00,measured,measured,0.0,0
27,b97fc690441f610b21e9ddb433843db4323a2f28cfbb221b4ceee97f5e07df09,2,hotpotqa:0008,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa was created before black holes. It was painted by Leonardo da Vinci in the 16th century, while black holes were not discovered until much later.",Mona Lisa,0,0,0.14285714285714288,,judge-stub/unwired,19,34,1.3795967160003784,1,0.0,0.00013412745850003676,1387.5043639964133,7.907647996034939,1379.5967160003784,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:36.898743+00:00,measured,measured,0.0,0
28,ba05e071c912b8c44c22f5067900fd603ace0a23c0ef7816bc372df104a28661,0,hotpotqa:0009,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"Marie Curie was a pioneering physicist and chemist who made significant contributions to the field of radioactivity during the early 20th century. She conducted research on radium and polonium, which were among the first elements discovered through artificial nuclear fission. Her work laid foundational knowledge for modern atomic theory and radiation studies, influencing scientific understanding significantly throughout the industrial revolution era.",Marie Curie,0,0,0.0689655172413793,,judge-stub/unwired,16,75,2.988817471999937,1,0.0,0.0002905794764444383,2993.0853770019894,4.26790500205243,2988.817471999937,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:40.130192+00:00,measured,measured,0.0,0
29,a4aa315dd9db92653d9d3b8c1d69c4b9b4f54da37fb8be924813abfe218c6a81,1,hotpotqa:0009,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"Marie Curie was a pioneering physicist and chemist who made significant contributions to nuclear physics, particularly in radioactivity research during the late 19th and early 20th centuries. She played a crucial role in the development of X-rays and radium, which were important for understanding industrial processes and materials at that time. Her work laid foundational knowledge used by many industries during the Industrial Revolution and beyond.",Marie Curie,0,0,0.0625,,judge-stub/unwired,16,82,3.999748133999674,1,0.0,0.0003888644019166349,4005.071683004644,5.323549004970118,3999.748133999674,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:44.419108+00:00,measured,measured,0.0,0
30,1305f85c9377d2fd2291f46a2cd75dba51ec032b892b678de98e2839f75a6c2e,2,hotpotqa:0009,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"Marie Curie was a pioneering physicist who made significant contributions to the field of radioactivity during the late 19th and early 20th centuries, which occurred during the Industrial Revolution.",Marie Curie,0,0,0.14814814814814814,,judge-stub/unwired,16,39,1.5920547040004749,1,0.0,0.00015478309622226838,1600.6756669958122,8.620962995337322,1592.0547040004749,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:46.263646+00:00,measured,measured,0.0,0
31,264204709b15cfa734017e4eac7939d78b42d846be776ffcf707b35ed467308c,0,hotpotqa:0010,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"Quantum mechanics came first, as it was developed in the early 20th century to explain atomic behavior, while the Great Wall of China dates back over 2000 years.",quantum mechanics,0,0,0.14285714285714288,,judge-stub/unwired,21,38,1.567190589999882,1,0.0,0.00015236575180554407,1577.205314000821,10.014724000939168,1567.190589999882,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:48.100332+00:00,measured,measured,0.0,0
32,b8f58a9429f1a24c462aa669eaa5aca67bd75d227eed0a45a71bdb8aa8da374e,1,hotpotqa:0010,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Quantum mechanics came before the construction of the Great Wall of China.,quantum mechanics,0,0,0.33333333333333337,,judge-stub/unwired,21,13,0.5842205970002396,1,0.0,5.679922470835663e-05,594.1655470051046,9.94495000486495,584.2205970002396,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:48.940947+00:00,measured,measured,0.0,0
33,426fbadadf8d5f390102504d1b7f92000b0f0cea97223d00bbc6b54b9d3a36a2,2,hotpotqa:0010,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"Quantum mechanics came first. It was developed in the early 20th century, predating the construction of the Great Wall of China, which began around the 5th century BC.",quantum mechanics,0,0,0.15384615384615385,,judge-stub/unwired,21,38,1.586714344000029,1,0.0,0.00015426389455555837,1591.524546997789,4.810202997759916,1586.714344000029,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:50.779897+00:00,measured,measured,0.0,0
34,73a281b80f8ccf576462dce2adb6077454a8f9a813feadf9bb3151c06b0b1158,0,hotpotqa:0011,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa is a painting by Leonardo da Vinci that was completed in the early 16th century. It predates the Renaissance period, which began around 1400. Therefore, the Mona Lisa comes before the Renaissance.",Mona Lisa,0,0,0.12903225806451613,,judge-stub/unwired,18,48,1.948793146000753,1,0.0,0.00018946600030562874,1956.0586960051296,7.265550004376564,1948.793146000753,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:52.978577+00:00,measured,measured,0.0,0
35,2435e7c3db2dee726c7875adcb5f4d8a9872c0d53b9e9eaea58d1f077abfce7b,1,hotpotqa:0011,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa, painted by Leonardo da Vinci in the 16th century, was created much earlier than the Renaissance period. The Renaissance began in Italy around the late 14th or early 15th century. Therefore, the Mona Lisa predates the Renaissance by several centuries.",Mona Lisa,0,0,0.10526315789473684,,judge-stub/unwired,18,59,3.1043223549995673,1,0.0,0.00030180911784718014,3109.995798003183,5.67344300361583,3104.3223549995673,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:56.351234+00:00,measured,measured,0.0,0
36,9089f56317880a79c7b2f00c744be871fe31133856456e2c4c9bf6d1490a1cbb,2,hotpotqa:0011,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Mona Lisa, painted by Leonardo da Vinci in the 16th century, is considered one of the most famous paintings in history. It was created during the Renaissance period, which began in the early 15th century. Therefore, the Mona Lisa predates the Renaissance.",Mona Lisa,0,0,0.10526315789473684,,judge-stub/unwired,18,57,2.2805509919999167,1,0.0,0.00022172023533332524,2290.049833994999,9.49884199508233,2280.5509919999167,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:51:58.927040+00:00,measured,measured,0.0,0
37,bb8461a7f7dcbaa925252a2ecdffb445e0d4893d18e09adc45ec8ccd2f67936c,0,hotpotqa:0012,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Roman Empire preceded the Pacific Ocean. It existed from 27 BC to 476 AD, while the Pacific Ocean is a continuous ocean body that has been part of Earth's surface since its formation about 50 million years ago.",Roman Empire,0,0,0.10526315789473684,,judge-stub/unwired,19,50,1.98900354899979,1,0.0,0.0001933753450416462,1996.749909002574,7.7463600027840585,1989.00354899979,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:52:01.182335+00:00,measured,measured,0.0,0
38,c8e27998dd36f44816bbac7afe52b559c0dce42b284e1dc6f79d74fabd990de7,1,hotpotqa:0012,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Roman Empire preceded the Pacific Ocean. It existed from 27 BC to 476 AD, while the Pacific Ocean was formed much later through geological processes over millions of years.",Roman Empire,0,0,0.13793103448275862,,judge-stub/unwired,19,38,1.5326501499994265,1,0.0,0.00014900765347216645,1542.2538779939714,9.603727994544897,1532.6501499994265,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:52:02.967734+00:00,measured,measured,0.0,0
39,6d6932da3eccfd637b87565b084316873ee18a46263626ff826eaa58a2effe9f,2,hotpotqa:0012,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,"The Roman Empire preceded the Pacific Ocean. It existed from 27 BC to 476 AD, while the Pacific Ocean was formed much later during the breakup of Pangea around 150 million years ago.",Roman Empire,0,0,0.12903225806451613,,judge-stub/unwired,19,46,1.9243165529996986,1,0.0,0.00018708633154163737,1935.8138429970495,11.49728999735089,1924.3165529996986,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:52:05.156265+00:00,measured,measured,0.0,0
40,1a6a17dfe20f773d76c3b0f3a9aa77b4c6acab77ffa0ce6e67ca0bc2f46912ab,0,hotpotqa:0013,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Via trade routes.,Roman Empire,0,0,0.0,,judge-stub/unwired,15,4,0.2126366180000332,1,0.0,2.0673004527781006e-05,218.707356003506,6.070738003472798,212.6366180000332,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:52:05.630320+00:00,measured,measured,0.0,0
41,a4ea33ce623e76dd3e1cadd82a2f0b3cad178b04483601189ec3bfec66968841,1,hotpotqa:0013,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Via the Silk Road.,Roman Empire,0,0,0.0,,judge-stub/unwired,15,5,0.24147005100076058,1,0.0,2.347625495840728e-05,246.13977499666362,4.669723995903041,241.47005100076058,0.0,19e1267e270fb26a4e6da10a2e33f407c4cde82d,7fdc85f695827cd40610ae43ca440f13cb399989fda72657811baf795f8607dc,2026-09-19T13:52:06.124082+00:00,measured,measured,0.0,0
